species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,inbreeding_state,sampled_by,isolated_by,sampling_date,sampling_date_comments,notes,set,issues,issue_notes,isotype_ref_strain,wgs_seq,flag_sampled_by_is_email_address,flag_isolated_by_is_email_address,flag_species_not_in_target_species,flag_unusual_substrate_class,flag_unusual_landscape_class
Caenorhabditis elegans,ITS2,ECA3070,,S-14990,,ECA,20.0397989000021,-155.4408662,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.4,16.1,83.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3071,,S-14992,,ECA,19.1201404,-155.8210936,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,"",20.3,23.1,78,,,E. Andersen,R. Tanny,2021-10-19,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3072,,S-14993,,ECA,20.0399256,-155.440997299998,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16,16.8,84.4,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3073,,S-14994,,ECA,20.0398433000009,-155.440878600002,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",15.7,16.1,84.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3074,,S-14996,,ECA,20.0397989000021,-155.4408662,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",16.4,16.1,83.9,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3075,,S-15135,,ECA,20.0403454,-155.44235380117,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.6,18.9,87.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3076,,S-15136,,ECA,20.040405399998,-155.4424572,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.6,18.2,88.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3077,,S-15164,,ECA,20.040405399998,-155.4424572,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.6,18.2,88.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3078,,S-15165,,ECA,20.0403611111111,-155.4424016,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.8,18.2,88.3,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3079,,S-15168,,ECA,20.0403611111111,-155.4424016,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.8,18.2,88.3,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3080,,S-15174,,ECA,20.0403641000023,-155.442386099997,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.2,18.9,87.5,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3081,,S-15176,,ECA,20.0403917000014,-155.442415700001,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.8,18.9,85.8,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3082,,S-15179,,ECA,20.0403611111111,-155.4424016,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"",17.8,18.2,88.3,,,E. Andersen,R. Tanny,2021-10-20,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3083,,S-14778,,ECA,21.4039148999974,-157.8861868,Forest,"Oahu, Aiea Loop Trail",Rotting_nut/pod/seed/fruit,"",24.2,24.4,81,,,E. Andersen,R. Tanny,2021-10-21,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3084,,S-14782,,ECA,21.4039148999974,-157.8861868,Forest,"Oahu, Aiea Loop Trail",Rotting_nut/pod/seed/fruit,"",24.2,24.4,81,,,E. Andersen,R. Tanny,2021-10-21,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3085,,S-14783,,ECA,21.3939005,-157.900136599998,Forest,"Oahu, Aiea Loop Trail",Rotting_nut/pod/seed/fruit,"",24.8,24.4,83.9,,,E. Andersen,R. Tanny,2021-10-22,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3086,,S-14784,,ECA,21.3939005,-157.900136599998,Forest,"Oahu, Aiea Loop Trail",Rotting_nut/pod/seed/fruit,"",24.8,24.4,83.9,,,E. Andersen,R. Tanny,2021-10-22,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis elegans,ITS2,ECA3088,,S-14790,,ECA,21.3297249724973,-157.8220388,Forest,Oahu,Rotting_nut/pod/seed/fruit,"",21.7,23,83.6,,,E. Andersen,E. Koury,2021-10-21,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3090,,S-14794,,ECA,21.3939005,-157.900136599998,Forest,"Oahu, Aiea Loop Trail",Rotting_nut/pod/seed/fruit,"",24.8,24.4,83.9,,,E. Andersen,R. Tanny,2021-10-22,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3091,,S-14811,,ECA,21.3291450999972,-157.821195300002,Forest,Oahu,Rotting_nut/pod/seed/fruit,"",21.6,23.7,82.9,,,E. Andersen,R. Tanny,2021-10-21,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
Caenorhabditis briggsae,ITS2,ECA3093,,S-14825,,ECA,21.4039148999974,-157.8861868,Forest,"Oahu, Aiea Loop Trail",Rotting_nut/pod/seed/fruit,"",24.2,24.4,81,,,E. Andersen,R. Tanny,2021-10-21,,Fulcrum collection 2021OctoberHawaii,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE
